,Unnamed: 0,No,year,month,day,hour,season,PM_Dongsi,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
4156,47980,47981,2015,6,23,4,2,288.0,298.0,258.0,19.0,78.0,1007.0,23.0,SE,56.79,0.0,0.0
4157,47981,47982,2015,6,23,5,2,301.0,278.0,228.0,18.0,73.0,1007.0,23.0,SE,57.68,0.0,0.0
4158,47982,47983,2015,6,23,6,2,296.0,298.0,240.0,19.0,78.0,1008.0,23.0,cv,0.89,0.0,0.0
4159,47983,47984,2015,6,23,7,2,289.0,299.0,246.0,19.0,78.0,1008.0,23.0,cv,1.78,0.0,0.0
4160,47984,47985,2015,6,23,8,2,278.0,288.0,204.0,19.0,69.0,1008.0,25.0,cv,2.67,0.0,0.0
4161,47985,47986,2015,6,23,9,2,282.0,282.0,212.0,19.0,69.0,1008.0,25.0,SE,1.79,0.0,0.0
4162,47986,47987,2015,6,23,10,2,274.0,254.0,205.0,19.0,65.0,1008.0,26.0,SE,3.58,0.0,0.0
4163,47987,47988,2015,6,23,11,2,258.0,236.0,172.0,20.0,65.0,1008.0,27.0,SE,5.37,0.0,0.0
4164,47988,47989,2015,6,23,12,2,230.0,206.0,146.0,20.0,61.0,1007.0,28.0,SE,8.5,0.0,0.0
4165,47989,47990,2015,6,23,13,2,201.0,184.0,131.0,20.0,58.0,1007.0,29.0,SE,11.63,0.0,0.0
4166,47990,47991,2015,6,23,14,2,183.0,172.0,116.0,20.0,52.0,1006.0,31.0,SE,14.76,0.0,0.0
4167,47991,47992,2015,6,23,15,2,150.0,140.0,110.0,19.0,48.0,1006.0,31.0,SE,18.78,0.0,0.0
4168,47992,47993,2015,6,23,16,2,113.0,118.0,92.0,19.0,48.0,1005.0,31.0,SE,23.7,0.0,0.0
4169,47993,47994,2015,6,23,17,2,90.0,85.0,77.0,19.0,48.0,1005.0,31.0,SE,28.62,0.0,0.0
4170,47994,47995,2015,6,23,18,2,97.0,92.0,79.0,17.0,43.0,1005.0,31.0,SE,34.43,0.0,0.0
4171,47995,47996,2015,6,23,19,2,98.0,97.0,88.0,16.0,42.0,1005.0,30.0,SE,38.45,0.0,0.0
4172,47996,47997,2015,6,23,20,2,92.0,89.0,78.0,17.0,48.0,1006.0,29.0,SE,40.24,0.0,0.0
4173,47997,47998,2015,6,23,21,2,94.0,90.0,81.0,17.0,48.0,1006.0,29.0,SE,42.03,0.0,0.0
4174,47998,47999,2015,6,23,22,2,122.0,119.0,101.0,17.0,51.0,1006.0,28.0,SE,43.82,0.0,0.0
4175,47999,48000,2015,6,23,23,2,165.0,150.0,121.0,18.0,57.0,1006.0,27.0,SE,46.95,0.0,0.0
4176,48000,48001,2015,6,24,0,2,178.0,159.0,128.0,19.0,61.0,1006.0,27.0,SE,48.74,0.0,0.0
4177,48001,48002,2015,6,24,1,2,142.0,127.0,103.0,19.0,61.0,1006.0,27.0,SE,51.87,0.0,0.0
4178,48002,48003,2015,6,24,2,2,90.0,84.0,75.0,18.0,57.0,1006.0,27.0,SE,56.79,0.0,0.0
4179,48003,48004,2015,6,24,3,2,85.0,89.0,75.0,18.0,61.0,1005.0,26.0,SE,60.81,0.0,0.0
4180,48004,48005,2015,6,24,4,2,93.0,89.0,80.0,17.0,61.0,1006.0,25.0,SE,63.94,0.0,0.0
4181,48005,48006,2015,6,24,5,2,117.0,105.0,88.0,17.0,61.0,1005.0,25.0,SE,67.07,0.0,0.0
4182,48006,48007,2015,6,24,6,2,131.0,126.0,101.0,18.0,69.0,1006.0,24.0,SE,68.86,0.0,0.0
4183,48007,48008,2015,6,24,7,2,148.0,137.0,112.0,18.0,65.0,1006.0,25.0,SE,70.65,0.0,0.0
4184,48008,48009,2015,6,24,8,2,151.0,141.0,106.0,19.0,65.0,1006.0,26.0,SE,72.44,0.0,0.0
4185,48009,48010,2015,6,24,9,2,146.0,138.0,103.0,19.0,65.0,1006.0,26.0,SE,74.23,0.0,0.0
4186,48010,48011,2015,6,24,10,2,145.0,135.0,110.0,19.0,65.0,1006.0,26.0,cv,3.13,0.0,0.0
4187,48011,48012,2015,6,24,11,2,148.0,144.0,118.0,19.0,61.0,1006.0,27.0,NW,3.13,0.0,0.0
4188,48012,48013,2015,6,24,12,2,144.0,147.0,118.0,19.0,65.0,1006.0,26.0,SE,1.79,0.0,0.0
4189,48013,48014,2015,6,24,13,2,127.0,140.0,115.0,19.0,65.0,1005.0,26.0,cv,1.79,0.0,0.0
4190,48014,48015,2015,6,24,14,2,90.0,95.0,77.0,20.0,73.0,1005.0,25.0,SE,3.13,0.0,0.0
4191,48015,48016,2015,6,24,15,2,69.0,76.0,61.0,19.0,69.0,1005.0,25.0,SE,6.26,0.0,0.0
4192,48016,48017,2015,6,24,16,2,71.0,72.0,61.0,19.0,69.0,1005.0,25.0,cv,0.89,0.0,0.0
4193,48017,48018,2015,6,24,17,2,69.0,75.0,66.0,19.0,69.0,1004.0,25.0,SE,1.79,0.0,0.0
4194,48018,48019,2015,6,24,18,2,78.0,70.0,67.0,19.0,69.0,1004.0,25.0,SE,3.58,0.0,0.0
4195,48019,48020,2015,6,24,19,2,87.0,76.0,71.0,19.0,69.0,1004.0,25.0,SE,5.37,0.0,0.0
4196,48020,48021,2015,6,24,20,2,90.0,75.0,71.0,18.0,69.0,1004.0,24.0,SE,7.16,0.0,0.0
4197,48021,48022,2015,6,24,21,2,81.0,76.0,70.0,19.0,73.0,1005.0,24.0,NE,0.89,0.0,0.0
4198,48022,48023,2015,6,24,22,2,81.0,84.0,81.0,19.0,78.0,1005.0,23.0,cv,0.89,0.0,0.0
4199,48023,48024,2015,6,24,23,2,91.0,88.0,81.0,19.0,78.0,1004.0,23.0,cv,1.78,0.0,0.0
4200,48024,48025,2015,6,25,0,2,95.0,96.0,80.0,18.0,73.0,1004.0,23.0,cv,2.67,0.0,0.0
4201,48025,48026,2015,6,25,1,2,100.0,98.0,85.0,18.0,73.0,1004.0,23.0,SE,1.79,0.0,0.0
4202,48026,48027,2015,6,25,2,2,102.0,102.0,90.0,19.0,78.0,1003.0,23.0,SE,3.58,0.0,0.0
4203,48027,48028,2015,6,25,3,2,109.0,111.0,97.0,19.0,78.0,1003.0,23.0,cv,0.89,0.0,0.0
4204,48028,48029,2015,6,25,4,2,114.0,117.0,104.0,19.0,78.0,1003.0,23.0,cv,1.78,0.0,0.0
4205,48029,48030,2015,6,25,5,2,124.0,127.0,114.0,19.0,83.0,1002.0,22.0,cv,2.67,0.0,0.0
4206,48030,48031,2015,6,25,6,2,137.0,132.0,116.0,19.0,78.0,1003.0,23.0,SE,1.79,0.0,0.0
4207,48031,48032,2015,6,25,7,2,146.0,150.0,129.0,19.0,78.0,1003.0,23.0,SE,2.68,0.0,0.0
4208,48032,48033,2015,6,25,8,2,151.0,161.0,136.0,20.0,83.0,1003.0,23.0,cv,0.89,0.0,0.0
4209,48033,48034,2015,6,25,9,2,162.0,167.0,133.0,20.0,78.0,1003.0,24.0,cv,1.78,0.0,0.0
4210,48034,48035,2015,6,25,10,2,183.0,172.0,122.0,20.0,73.0,1002.0,25.0,cv,2.67,0.0,0.0
4211,48035,48036,2015,6,25,11,2,199.0,169.0,129.0,19.0,69.0,1002.0,25.0,cv,3.56,0.0,0.0
4212,48036,48037,2015,6,25,12,2,173.0,153.0,108.0,20.0,69.0,1002.0,26.0,SE,3.13,0.0,0.0
4213,48037,48038,2015,6,25,13,2,140.0,134.0,100.0,19.0,65.0,1001.0,26.0,SE,6.26,0.0,0.0
4214,48038,48039,2015,6,25,14,2,62.0,59.0,46.0,18.0,57.0,1000.0,27.0,SE,9.39,0.0,0.0
4215,48039,48040,2015,6,25,15,2,72.0,78.0,60.0,18.0,61.0,1000.0,26.0,SE,12.52,0.0,0.0
4216,48040,48041,2015,6,25,16,2,89.0,96.0,74.0,18.0,57.0,1000.0,27.0,SE,15.65,0.0,0.0
4217,48041,48042,2015,6,25,17,2,97.0,85.0,69.0,18.0,61.0,999.0,26.0,SE,17.44,0.0,0.0
4218,48042,48043,2015,6,25,18,2,92.0,78.0,63.0,18.0,57.0,999.0,27.0,SE,19.23,0.0,0.0
4219,48043,48044,2015,6,25,19,2,89.0,87.0,73.0,19.0,65.0,999.0,26.0,cv,0.89,0.0,0.0
4220,48044,48045,2015,6,25,20,2,105.0,89.0,78.0,20.0,69.0,999.0,26.0,cv,1.78,0.0,0.0
4221,48045,48046,2015,6,25,21,2,107.0,101.0,85.0,20.0,73.0,1000.0,25.0,cv,2.67,0.0,0.0
4222,48046,48047,2015,6,25,22,2,121.0,114.0,99.0,19.0,69.0,1000.0,25.0,SE,1.79,0.1,0.1
4223,48047,48048,2015,6,25,23,2,129.0,124.0,110.0,20.0,78.0,1000.0,24.0,SE,3.58,0.0,0.0
4224,48048,48049,2015,6,26,0,2,123.0,120.0,94.0,20.0,78.0,999.0,24.0,cv,0.89,0.0,0.0
4225,48049,48050,2015,6,26,1,2,118.0,118.0,94.0,20.0,78.0,1000.0,24.0,SE,0.89,1.0,1.0
4226,48050,48051,2015,6,26,2,2,117.0,103.0,94.0,19.0,73.0,1000.0,24.0,NW,3.13,0.4,1.4
4227,48051,48052,2015,6,26,3,2,117.0,104.0,94.0,20.0,94.0,1000.0,21.0,NW,7.15,0.0,0.0
4228,48052,48053,2015,6,26,4,2,116.0,93.0,94.0,20.0,94.0,1000.0,21.0,SE,0.89,0.8,0.8
4229,48053,48054,2015,6,26,5,2,108.0,107.0,94.0,20.0,94.0,1000.0,21.0,cv,0.89,1.4,2.2
4230,48054,48055,2015,6,26,6,2,123.0,103.0,94.0,20.0,94.0,1000.0,21.0,cv,1.78,0.1,2.3
4231,48055,48056,2015,6,26,7,2,122.0,106.0,94.0,20.0,94.0,1001.0,21.0,cv,2.67,0.0,0.0
4232,48056,48057,2015,6,26,8,2,122.0,112.0,94.0,20.0,94.0,1001.0,21.0,cv,3.56,0.0,0.0
4233,48057,48058,2015,6,26,9,2,96.0,85.0,94.0,20.0,88.0,1001.0,22.0,SE,1.79,0.0,0.0
4234,48058,48059,2015,6,26,10,2,98.0,81.0,94.0,20.0,78.0,1001.0,24.0,cv,0.89,0.0,0.0
4235,48059,48060,2015,6,26,11,2,97.0,90.0,94.0,21.0,73.0,1001.0,26.0,cv,1.78,0.0,0.0
4236,48060,48061,2015,6,26,12,2,100.0,69.0,94.0,20.0,65.0,1001.0,27.0,cv,2.67,0.0,0.0
4237,48061,48062,2015,6,26,13,2,114.0,93.0,94.0,21.0,69.0,1000.0,27.0,cv,4.46,0.0,0.0
4238,48062,48063,2015,6,26,14,2,130.0,119.0,94.0,21.0,65.0,999.0,28.0,SE,3.13,0.0,0.0
4239,48063,48064,2015,6,26,15,2,139.0,131.0,87.0,21.0,65.0,999.0,28.0,SE,6.26,0.0,0.0
4240,48064,48065,2015,6,26,16,2,127.0,127.0,91.0,21.0,65.0,999.0,28.0,SE,9.39,0.0,0.0
4241,48065,48066,2015,6,26,17,2,126.0,130.0,87.0,21.0,65.0,999.0,28.0,SE,12.52,0.0,0.0
4242,48066,48067,2015,6,26,18,2,111.0,124.0,102.0,21.0,65.0,999.0,28.0,SE,15.65,0.0,0.0
4243,48067,48068,2015,6,26,19,2,165.0,174.0,135.0,21.0,69.0,1001.0,27.0,SE,18.78,0.0,0.0
4244,48068,48069,2015,6,26,20,2,160.0,146.0,86.0,21.0,73.0,1002.0,26.0,SE,21.91,0.0,0.0
4245,48069,48070,2015,6,26,21,2,63.0,66.0,46.0,22.0,83.0,1002.0,25.0,SE,25.04,0.0,0.0
4246,48070,48071,2015,6,26,22,2,20.0,28.0,15.0,20.0,94.0,1002.0,21.0,NW,4.92,0.0,0.0
4247,48071,48072,2015,6,26,23,2,28.0,25.0,17.0,20.0,94.0,1002.0,21.0,cv,0.45,0.0,0.0
4248,48072,48073,2015,6,27,0,2,29.0,34.0,20.0,20.0,88.0,1003.0,22.0,NE,1.79,0.0,0.0
4249,48073,48074,2015,6,27,1,2,35.0,37.0,29.0,20.0,88.0,1002.0,22.0,NE,3.58,0.0,0.0
4250,48074,48075,2015,6,27,2,2,40.0,42.0,33.0,19.0,88.0,1003.0,21.0,cv,0.89,0.0,0.0
4251,48075,48076,2015,6,27,3,2,36.0,43.0,33.0,20.0,94.0,1003.0,21.0,NW,1.79,0.0,0.0
4252,48076,48077,2015,6,27,4,2,36.0,41.0,35.0,19.0,88.0,1003.0,21.0,NW,3.58,0.0,0.0
4253,48077,48078,2015,6,27,5,2,35.0,37.0,25.0,19.0,88.0,1003.0,21.0,NW,4.47,0.0,0.0
4254,48078,48079,2015,6,27,6,2,33.0,35.0,27.0,20.0,94.0,1004.0,21.0,NW,6.26,0.0,0.0
4255,48079,48080,2015,6,27,7,2,44.0,43.0,44.0,20.0,88.0,1004.0,22.0,NE,1.79,0.0,0.0
4256,48080,48081,2015,6,27,8,2,94.0,75.0,73.0,20.0,88.0,1005.0,22.0,cv,0.89,0.0,0.0
4257,48081,48082,2015,6,27,9,2,99.0,90.0,66.0,20.0,78.0,1005.0,24.0,cv,1.78,0.0,0.0
4258,48082,48083,2015,6,27,10,2,92.0,99.0,66.0,21.0,78.0,1006.0,25.0,cv,2.67,0.0,0.0
4259,48083,48084,2015,6,27,11,2,104.0,111.0,75.0,21.0,69.0,1006.0,27.0,cv,3.56,0.0,0.0
4260,48084,48085,2015,6,27,12,2,130.0,130.0,94.0,22.0,74.0,1006.0,27.0,cv,4.45,0.0,0.0
4261,48085,48086,2015,6,27,13,2,151.0,147.0,96.0,21.0,69.0,1005.0,27.0,cv,5.34,0.0,0.0
4262,48086,48087,2015,6,27,14,2,162.0,158.0,108.0,21.0,65.0,1006.0,28.0,cv,6.23,0.0,0.0
4263,48087,48088,2015,6,27,15,2,164.0,151.0,108.0,22.0,65.0,1005.0,29.0,cv,8.02,0.0,0.0
4264,48088,48089,2015,6,27,16,2,155.0,148.0,107.0,22.0,65.0,1005.0,29.0,SE,1.79,0.0,0.0
4265,48089,48090,2015,6,27,17,2,154.0,150.0,108.0,22.0,65.0,1005.0,29.0,SE,3.58,0.0,0.0
4266,48090,48091,2015,6,27,18,2,149.0,145.0,116.0,22.0,65.0,1005.0,29.0,SE,4.47,0.0,0.0
4267,48091,48092,2015,6,27,19,2,164.0,145.0,117.0,22.0,69.0,1005.0,28.0,SE,6.26,0.0,0.0
4268,48092,48093,2015,6,27,20,2,150.0,143.0,120.0,23.0,78.0,1006.0,27.0,SE,7.15,0.0,0.0
4269,48093,48094,2015,6,27,21,2,122.0,125.0,90.0,22.0,74.0,1006.0,27.0,SE,10.28,0.0,0.0
4270,48094,48095,2015,6,27,22,2,106.0,103.0,77.0,21.0,73.0,1007.0,26.0,SE,12.07,0.0,0.0
4271,48095,48096,2015,6,27,23,2,107.0,101.0,80.0,20.0,69.0,1007.0,26.0,SE,13.86,0.0,0.0
4272,48096,48097,2015,6,28,0,2,118.0,107.0,89.0,20.0,73.0,1007.0,25.0,cv,0.89,0.0,0.0
4273,48097,48098,2015,6,28,1,2,123.0,114.0,81.0,20.0,73.0,1007.0,25.0,cv,1.78,0.0,0.0
4274,48098,48099,2015,6,28,2,2,115.0,102.0,76.0,19.0,73.0,1007.0,24.0,cv,2.67,0.0,0.0
4275,48099,48100,2015,6,28,3,2,98.0,94.0,83.0,20.0,78.0,1007.0,24.0,SE,0.89,0.0,0.0
4276,48100,48101,2015,6,28,4,2,106.0,111.0,95.0,20.0,78.0,1007.0,24.0,SE,2.68,0.0,0.0
4277,48101,48102,2015,6,28,5,2,126.0,126.0,118.0,21.0,83.0,1007.0,24.0,SE,4.47,0.0,0.0
4278,48102,48103,2015,6,28,6,2,136.0,143.0,123.0,21.0,83.0,1008.0,24.0,SE,6.26,0.0,0.0
4279,48103,48104,2015,6,28,7,2,149.0,155.0,124.0,21.0,78.0,1008.0,25.0,SE,8.05,0.0,0.0
4280,48104,48105,2015,6,28,8,2,163.0,167.0,115.0,21.0,78.0,1008.0,25.0,SE,9.84,0.0,0.0
4281,48105,48106,2015,6,28,9,2,174.0,177.0,121.0,22.0,78.0,1008.0,26.0,SE,11.63,0.0,0.0
4282,48106,48107,2015,6,28,10,2,193.0,191.0,125.0,23.0,74.0,1008.0,28.0,SE,13.42,0.0,0.0
4283,48107,48108,2015,6,28,11,2,207.0,197.0,130.0,23.0,74.0,1007.0,28.0,cv,1.79,0.0,0.0
4284,48108,48109,2015,6,28,12,2,207.0,199.0,127.0,22.0,65.0,1007.0,29.0,SE,3.13,0.0,0.0
4285,48109,48110,2015,6,28,13,2,203.0,185.0,116.0,23.0,66.0,1006.0,30.0,SE,7.15,0.0,0.0
4286,48110,48111,2015,6,28,14,2,172.0,161.0,109.0,23.0,62.0,1005.0,31.0,SE,11.17,0.0,0.0
4287,48111,48112,2015,6,28,15,2,128.0,162.0,114.0,23.0,62.0,1005.0,31.0,SE,15.19,0.0,0.0
4288,48112,48113,2015,6,28,16,2,127.0,129.0,106.0,23.0,62.0,1004.0,31.0,SE,19.21,0.0,0.0
4289,48113,48114,2015,6,28,17,2,144.0,149.0,122.0,23.0,62.0,1003.0,31.0,SE,24.13,0.0,0.0
4290,48114,48115,2015,6,28,18,2,180.0,191.0,146.0,22.0,58.0,1003.0,31.0,SE,28.15,0.0,0.0
4291,48115,48116,2015,6,28,19,2,180.0,155.0,127.0,22.0,62.0,1004.0,30.0,SE,33.07,0.0,0.0
4292,48116,48117,2015,6,28,20,2,177.0,165.0,129.0,22.0,69.0,1004.0,28.0,SE,36.2,0.0,0.0
4293,48117,48118,2015,6,28,21,2,207.0,191.0,151.0,21.0,65.0,1005.0,28.0,SE,40.22,0.0,0.0
4294,48118,48119,2015,6,28,22,2,207.0,189.0,148.0,21.0,69.0,1004.0,27.0,SE,43.35,0.0,0.0
4295,48119,48120,2015,6,28,23,2,192.0,186.0,147.0,21.0,73.0,1004.0,26.0,SE,45.14,0.0,0.0
4296,48120,48121,2015,6,29,0,2,194.0,183.0,142.0,21.0,78.0,1004.0,25.0,cv,0.89,0.0,0.0
4297,48121,48122,2015,6,29,1,2,190.0,173.0,139.0,21.0,88.0,1004.0,23.0,NW,1.79,0.0,0.0
4298,48122,48123,2015,6,29,2,2,185.0,167.0,137.0,21.0,83.0,1003.0,24.0,SE,1.79,0.0,0.0
4299,48123,48124,2015,6,29,3,2,180.0,169.0,142.0,21.0,83.0,1003.0,24.0,cv,0.89,0.0,0.0
4300,48124,48125,2015,6,29,4,2,178.0,174.0,148.0,21.0,83.0,1003.0,24.0,SE,1.79,0.0,0.0
4301,48125,48126,2015,6,29,5,2,181.0,173.0,142.0,21.0,88.0,1003.0,23.0,cv,0.89,0.0,0.0
4302,48126,48127,2015,6,29,6,2,187.0,166.0,141.0,21.0,83.0,1003.0,24.0,SE,0.89,0.0,0.0
4303,48127,48128,2015,6,29,7,2,194.0,176.0,141.0,21.0,83.0,1003.0,24.0,cv,0.89,0.0,0.0
4304,48128,48129,2015,6,29,8,2,203.0,182.0,145.0,21.0,78.0,1004.0,25.0,cv,1.78,0.0,0.0
4305,48129,48130,2015,6,29,9,2,207.0,193.0,144.0,22.0,78.0,1003.0,26.0,SE,1.79,0.0,0.0
4306,48130,48131,2015,6,29,10,2,216.0,201.0,161.0,22.0,78.0,1003.0,26.0,SE,3.58,0.0,0.0
4307,48131,48132,2015,6,29,11,2,226.0,203.0,168.0,22.0,78.0,1004.0,26.0,NE,1.79,0.0,0.0
4308,48132,48133,2015,6,29,12,2,222.0,205.0,158.0,22.0,78.0,1004.0,26.0,NE,3.58,0.0,0.0
4309,48133,48134,2015,6,29,13,2,93.0,40.0,26.0,18.0,82.0,1005.0,21.0,NE,10.73,0.0,0.0
4310,48134,48135,2015,6,29,14,2,12.0,8.0,11.0,16.0,73.0,1005.0,21.0,NE,18.78,0.1,0.1
4311,48135,48136,2015,6,29,15,2,19.0,20.0,17.0,18.0,88.0,1006.0,20.0,SE,3.13,0.0,0.0
4312,48136,48137,2015,6,29,16,2,22.0,24.0,12.0,18.0,93.0,1007.0,19.0,cv,0.89,0.0,0.0
4313,48137,48138,2015,6,29,17,2,24.0,34.0,21.0,18.0,93.0,1007.0,19.0,cv,1.78,0.0,0.0
4314,48138,48139,2015,6,29,18,2,29.0,27.0,26.0,18.0,93.0,1008.0,19.0,cv,2.67,0.0,0.0
4315,48139,48140,2015,6,29,19,2,32.0,24.0,22.0,18.0,93.0,1008.0,19.0,SE,3.13,0.0,0.0
4316,48140,48141,2015,6,29,20,2,21.0,17.0,15.0,17.0,88.0,1009.0,19.0,NW,1.79,0.0,0.0
4317,48141,48142,2015,6,29,21,2,23.0,20.0,19.0,18.0,88.0,1009.0,20.0,NW,4.92,0.0,0.0
4318,48142,48143,2015,6,29,22,2,28.0,31.0,19.0,18.0,88.0,1009.0,20.0,NW,8.05,0.0,0.0
4319,48143,48144,2015,6,29,23,2,33.0,30.0,24.0,17.0,82.0,1008.0,20.0,NW,11.18,0.0,0.0
4320,48144,48145,2015,6,30,0,2,25.0,24.0,21.0,17.0,82.0,1008.0,20.0,NW,14.31,0.0,0.0
4321,48145,48146,2015,6,30,1,2,27.0,26.0,16.0,18.0,88.0,1007.0,20.0,NW,17.44,0.0,0.0
4322,48146,48147,2015,6,30,2,2,19.0,21.0,20.0,18.0,88.0,1007.0,20.0,NW,19.23,0.0,0.0
4323,48147,48148,2015,6,30,3,2,21.0,21.0,12.0,17.0,88.0,1006.0,19.0,NW,21.02,0.0,0.0
4324,48148,48149,2015,6,30,4,2,20.0,16.0,12.0,17.0,82.0,1006.0,20.0,NW,22.81,0.0,0.0
4325,48149,48150,2015,6,30,5,2,10.0,16.0,10.0,17.0,88.0,1006.0,19.0,NW,26.83,0.0,0.0
4326,48150,48151,2015,6,30,6,2,12.0,8.0,7.0,17.0,82.0,1006.0,20.0,NW,30.85,0.6,0.6
4327,48151,48152,2015,6,30,7,2,6.0,14.0,10.0,14.0,72.0,1006.0,19.0,NW,36.66,0.1,0.7
4328,48152,48153,2015,6,30,8,2,8.0,15.0,11.0,15.0,82.0,1006.0,18.0,NW,41.58,0.1,0.8
4329,48153,48154,2015,6,30,9,2,16.0,16.0,17.0,15.0,82.0,1006.0,18.0,NW,46.5,0.2,1.0
4330,48154,48155,2015,6,30,10,2,14.0,15.0,13.0,15.0,77.0,1006.0,19.0,NW,52.31,0.0,0.0
4331,48155,48156,2015,6,30,11,2,11.0,16.0,16.0,16.0,73.0,1005.0,21.0,NW,57.23,0.0,0.0
4332,48156,48157,2015,6,30,12,2,17.0,18.0,11.0,16.0,64.0,1004.0,23.0,NW,61.25,0.0,0.0
4333,48157,48158,2015,6,30,13,2,12.0,11.0,9.0,15.0,53.0,1003.0,25.0,SE,4.92,0.0,0.0
4334,48158,48159,2015,6,30,14,2,14.0,10.0,8.0,15.0,50.0,1002.0,26.0,SE,8.94,0.0,0.0
4335,48159,48160,2015,6,30,15,2,10.0,20.0,9.0,14.0,44.0,1000.0,27.0,SE,14.75,0.0,0.0
4336,48160,48161,2015,6,30,16,2,7.0,25.0,6.0,13.0,39.0,999.0,28.0,SE,19.67,0.0,0.0
4337,48161,48162,2015,6,30,17,2,6.0,17.0,8.0,14.0,44.0,998.0,27.0,SE,24.59,0.0,0.0
4338,48162,48163,2015,6,30,18,2,13.0,26.0,10.0,15.0,47.0,997.0,27.0,SE,29.51,0.0,0.0
4339,48163,48164,2015,6,30,19,2,17.0,26.0,16.0,14.0,47.0,997.0,26.0,SE,34.43,0.0,0.0
4340,48164,48165,2015,6,30,20,2,19.0,16.0,14.0,15.0,57.0,997.0,24.0,SE,36.22,0.0,0.0
4341,48165,48166,2015,6,30,21,2,22.0,23.0,15.0,15.0,53.0,997.0,25.0,SE,38.01,0.0,0.0
4342,48166,48167,2015,6,30,22,2,28.0,26.0,16.0,16.0,68.0,998.0,22.0,cv,0.89,0.0,0.0
4343,48167,48168,2015,6,30,23,2,25.0,27.0,20.0,16.0,82.0,997.0,19.0,cv,1.78,0.0,0.0
4344,48168,48169,2015,7,1,0,2,27.0,30.0,28.0,16.0,82.0,997.0,19.0,SE,0.89,0.0,0.0
4345,48169,48170,2015,7,1,1,2,34.0,34.0,36.0,16.0,88.0,997.0,18.0,cv,0.89,0.0,0.0
4346,48170,48171,2015,7,1,2,2,39.0,34.0,34.0,15.0,88.0,997.0,17.0,cv,1.78,0.0,0.0
4347,48171,48172,2015,7,1,3,2,38.0,41.0,34.0,16.0,93.0,996.0,17.0,NE,1.79,0.0,0.0
4348,48172,48173,2015,7,1,4,2,38.0,43.0,29.0,15.0,88.0,997.0,17.0,NE,3.58,0.0,0.0
4349,48173,48174,2015,7,1,5,2,42.0,41.0,28.0,15.0,82.0,997.0,18.0,NW,1.79,0.0,0.0
4350,48174,48175,2015,7,1,6,2,29.0,35.0,27.0,16.0,82.0,997.0,19.0,NW,5.81,0.0,0.0
4351,48175,48176,2015,7,1,7,2,31.0,33.0,23.0,16.0,73.0,998.0,21.0,NW,9.83,0.0,0.0
4352,48176,48177,2015,7,1,8,2,31.0,33.0,21.0,17.0,61.0,998.0,25.0,NW,11.62,0.0,0.0
4353,48177,48178,2015,7,1,9,2,21.0,23.0,16.0,16.0,50.0,998.0,27.0,NW,13.41,0.0,0.0
4354,48178,48179,2015,7,1,10,2,16.0,22.0,11.0,15.0,42.0,997.0,29.0,NW,15.2,0.0,0.0
4355,48179,48180,2015,7,1,11,2,16.0,18.0,9.0,13.0,35.0,997.0,30.0,SE,1.79,0.0,0.0
4356,48180,48181,2015,7,1,12,2,10.0,20.0,14.0,12.0,31.0,997.0,31.0,SE,3.58,0.0,0.0
4357,48181,48182,2015,7,1,13,2,10.0,5.0,9.0,15.0,33.0,996.0,33.0,cv,3.13,0.0,0.0
4358,48182,48183,2015,7,1,14,2,7.0,17.0,15.0,11.0,29.0,996.0,31.0,NW,4.02,0.0,0.0
4359,48183,48184,2015,7,1,15,2,11.0,19.0,14.0,11.0,29.0,996.0,31.0,cv,3.13,0.0,0.0
4360,48184,48185,2015,7,1,16,2,7.0,19.0,11.0,14.0,37.0,996.0,30.0,NW,4.02,0.0,0.0
4361,48185,48186,2015,7,1,17,2,11.0,15.0,11.0,16.0,57.0,998.0,25.0,NE,4.92,1.1,1.1
4362,48186,48187,2015,7,1,18,2,17.0,26.0,15.0,19.0,78.0,999.0,23.0,cv,0.89,0.0,0.0
4363,48187,48188,2015,7,1,19,2,17.0,17.0,7.0,15.0,57.0,999.0,24.0,NE,3.13,0.0,0.0
4364,48188,48189,2015,7,1,20,2,12.0,19.0,6.0,15.0,60.0,1000.0,23.0,NW,3.13,0.0,0.0
4365,48189,48190,2015,7,1,21,2,11.0,8.0,7.0,13.0,56.0,1000.0,22.0,NW,4.92,0.1,0.1
4366,48190,48191,2015,7,1,22,2,10.0,10.0,7.0,12.0,46.0,1001.0,24.0,NW,8.05,0.0,0.0
4367,48191,48192,2015,7,1,23,2,8.0,13.0,5.0,12.0,49.0,1001.0,23.0,NW,12.07,0.0,0.0
4368,48192,48193,2015,7,2,0,2,6.0,6.0,5.0,12.0,49.0,1001.0,23.0,NW,16.09,0.0,0.0
4369,48193,48194,2015,7,2,1,2,7.0,7.0,7.0,13.0,68.0,1002.0,19.0,NW,17.88,0.0,0.0
4370,48194,48195,2015,7,2,2,2,7.0,7.0,5.0,12.0,59.0,1002.0,20.0,cv,0.89,0.0,0.0
4371,48195,48196,2015,7,2,3,2,6.0,8.0,7.0,13.0,72.0,1002.0,18.0,NW,1.79,0.0,0.0
4372,48196,48197,2015,7,2,4,2,7.0,5.0,5.0,12.0,77.0,1002.0,16.0,NW,4.92,0.0,0.0
